2009-10-29,Beyond1031
2017-07-10,Wildlife Park!!! [Day 2443 - 07.09.17]
2017-07-11,Halloween In Stores!!! [Day 2444 - 07.10.17]
2017-07-23,Build Day 3!!! [Day 2456 - 07.22.17]
2017-08-05,Running Out Of Time!!! [Day 2469 - 08.04.17]
2017-08-06,2.5 Mile Tunnel Adventure!!! [Day 2470 - 08.05.17]
2017-08-07,Haunt Planning!!! [Day 2471 - 08.06.17]
2017-08-19,Canada, I Am In You!!! [Day 2483 - 08.18.17]
2017-08-20,Fright Fest BC Haunt Walkthrough!! [Day 2484 - 08.19.17]
2017-08-23,Michaels Halloween Merch 2017!!! [Day 2487 - 08.22.17]
2017-08-27,Prop Car Plans!! Fire!?! [Day 2491 - 08.26.17]
2017-08-29,Whats Up With The Haunt [Day 2493 - 08.28.17]
2017-09-01,Lowes Halloween 2017!!! [Day 2496 - 08.31.17]
2017-09-02,Taking My Punishment!!! [Day 2497 - 09.01.17]
2017-09-03,Lava Tube Cave Exploration!! [Day 2498 - 09.02.17]
2017-09-04,BUILD DAY 4!!!! [Day 2499 - 09.03.17]
2017-09-05,BUILD DAY 5!!!! [Day 2500 - 09.04.17]
2017-09-06,BUILD DAY 6!!! [Day 2501 - 09.05.17]
2017-09-10,Roof Supports!!! [Day 2505 - 09.09.17]
2017-09-11,Planning For The Wedding!!! [Day 2506 - 09.10.17]
2017-09-13,Trip Prep!!! [Day 2508 - 09.12.17]
2017-09-14,Fire!! ...and Getting Ready!! [Day 2509 - 09.13.17]
2017-09-15,Journey To Manitoba!!! [Day 2510 - 09.14.17]
2017-09-16,Wedding Setup!!! [Day 2511 - 09.15.17]
2017-09-17,Trucker Josh&#39;s Wedding Day!!! [Day 2512 - 09.16.17]
2017-09-18,The Last Night In Canada!!! [Day 2513 - 09.17.17]
2017-09-19,Didn&#39;t Want To Leave!! [Day 2514 - 09.18.17]
2017-09-20,Back To Canada!?!?! [Day 2515 - 09.19.17]
2017-09-21,Leaving Canada!!  ...again!! [Day 2516 - 09.20.17]
2017-09-22,Progress!! [Day 2517 - 09.21.17]
2017-09-23,Rolling In Mud!!! [Day 2518 - 09.22.17]
2017-09-24,A Day At The Fair!!! [Day 2519 - 09.23.17]
2017-09-25,NASCAR Sunday!!! [Day 2520 - 09.24.17]
2017-09-26,They Broke!!! [Day 2521 - 09.25.17]
2017-09-28,Racing The Train!!! [Day 2523 - 09.27.17]
2017-09-29,It&#39;s A Long Way Down!! [Day 2524 - 09.28.17]
2017-09-30,A Special Gift!!! [Day 2525 - 09.29.17]
2017-10-01,YouTube Haunt Meeting!!! [Day 2526 - 09.30.17]
2017-10-02,The Cemetery!!!! [Day 2527 - 10.01.17]
2017-10-04,Lighting The Graveyard!! [Day 2529 - 10.03.17]
2017-10-06,Old Pro Haunt Opportunity!!! [Day 2531 - 10.05.17]
2017-10-07,Balls!!! [Day 2532 - 10.06.17]
2017-10-08,Three Haunts, One Night!!  [Day 2533 - 10.07.17]
2017-10-09,Corn Maze!!! [Day 2534 - 10.08.17]
2017-10-10,Making An Attempt!!! [Day 2535 - 10.09.17]
2017-10-11,Canadian Yard Haunts!!! [Day 2536 - 10.10.17]
2017-10-12,Halloween City Costume!! [Day 2537 - 10.11.17]
2017-10-13,Troy Gets Wood!!! [Day 2538 - 10.12.17]
2017-10-14,Punishment Voting!!  [Day 2539 - 10.13.17]
2017-10-15,Build Day 7!!! [Day 2540 - 10.14.17]
2017-10-18,The Haunt Tree!! [Day 2543 - 10.17.17]
2017-10-19,Unboxing Lock, Shock &amp; Barrel!!! [Day 2544 - 10.18.17]
2017-10-20,Dance Party For One!!! [Day 2545 - 10.19.17]
2017-10-21,Oops!!! [Day 2546 - 10.20.17]
2017-10-22,Krispy Kreme Halloween!!! [Day 2547 - 10.21.17]
2017-10-23,Happy Birthday, Mom! [Day 2548 - 10.22.17]
2017-10-24,Epic Hellion Mail!!! [Day 2549 - 10.23.17]
2017-10-25,Number One Haunt!?!? [Day 2550 - 10.24.17]
2017-10-26,Zombie Window Super Secret Project Injury!!!! [Day 2551 - 10.25.17]
2017-10-27,Super Secret Project: Proposal!!! [Day 2552 - 10.26.17]
2017-10-29,Party In The Haunt!! [Day 2554 - 10.28.17]
2017-10-30,Sloth Day!!! [Day 2555 - 10.29.17]
2017-10-31,Black Cat Crossed My Path!! [Day 2556 - 10.30.17]
2017-11-01,My Little Skeleton!!! [Day 2557 - 10.31.17]
2017-11-02,Taking Down Halloween!! [Day 2558 - 11.01.17]
2017-11-02,The BEST Halloween Wedding Proposal EVER!!!
2017-11-03,Forgot Birthday AND Anniversary!! [Day 2559 - 11.02.17]
2017-11-05,Return Of The GoPro!!! [Day 2561 - 11.04.17]
2017-11-06,Snow Event!?!?! [Day 2562 - 11.05.17]
2017-11-07,Buffy Gas!!! [Day 2563 - 11.06.17]
2017-11-08,Everything Dies... [Day 2564 - 11.07.17]
2017-11-10,Ghost In The Tree!!! [Day 2566 - 11.09.17]
2017-11-12,Bone Collection!!! [Day 2568 - 11.11.17]
2017-11-13,Look Out For Bear!!! [Day 2569 - 11.12.17]
2017-11-14,A VERY Long Trip Home!! [Day 2570 - 11.13.17]
2017-11-15,Scaring Crows!! [Day 2571 - 11.14.17]
2017-11-16,Haunt Time Capsule!!! [Day 2572 - 11.15.17]
2017-11-19,Five Nights At Freddy&#39;s Birthday!?!? [Day 2575 - 11.18.17]
2017-11-20,Mini Twister!!! [Day 2576 - 11.19.17]
2017-11-21,Beginning Tear-down!!! [Day 2577 - 11.20.17]
2017-11-23,It&#39;s That Guy!! [Day 2579 - 11.22.17]
2017-11-24,Happy Thanksgiving!!! [Day 2580 - 11.23.17]
2017-11-25,An Awesome Find!!! ...almost... [Day 2581 - 11.24.17]
2017-11-26,Happy Thanksgiving!! ...AGAIN!!! [Day 2582 - 11.25.17]
2017-11-27,Selling The Haunt!!! [Day 2583 - 11.26.17]
2017-11-29,Moving More Haunt Stuff!!! [Day 2585 - 11.28.17]
2017-11-30,Almost Done!!! [Day 2586 - 11.29.17]
2017-12-01,Goodbye Unit 5042!!! [Day 2587 - 11.30.17]
2017-12-02,There&#39;s A Skelly Amongst Us!!! [Day 2588 - 12.01.17]
2017-12-03,Trees &amp; Lights!!! [Day 2589 - 12.02.17]
2017-12-05,The Bloody Refrigerator!!! [Day 2591 - 12.04.17]
2017-12-06,Scrapping Haunt Stuff!! [Day 2592 - 12.05.17]
2017-12-07,Fuzzy Boy Reacts!!! [Day 2593 - 12.06.17]
2017-12-08,Suspicious Trash!!! [Day 2594 - 12.07.17]
2017-12-10,Zoolights 2017!!! [Day 2596 - 12.09.17]
2017-12-11,Photoshoot!! [Day 2597 - 12.10.17]
2017-12-12,Christmas Carding!!! [Day 2598 - 12.11.17]
2017-12-17,Phoenix&#39;s 5th Birthday Partaaay!!! [Day 2603 - 12.16.17]
2017-12-20,Helping Train Crash Victims!!! [Day 2606 - 12.19.17]
2017-12-23,Computer Fund!!! [Day 2609 - 12.22.17]
2017-12-24,Last Minute Shopping DONE!!! [Day 2610 - 12.23.17]
2017-12-25,A White Christmas!!! [Day 2611 - 12.24.17]
2017-12-26,Christmas 2017!!! [Day 2612 - 12.25.17]
2017-12-27,Christmas Mail Vlog 2017!!! [Day 2613 - 12.26.17]
2017-12-28,Scary Snowman!!! [Day 2614 - 12.27.17]
2017-12-29,Crazy Snapchat Snaps!!! [Day 2615 - 12.28.17]
2018-01-01,New Years 2018!!! [Day 2618 - 12.31.17]
2018-01-02,A Full-On Sloth Day!!! [Day 2619 - 01.01.18]
2018-01-04,So Angry!!! [Day 2621 - 01.03.18]
2018-01-06,It&#39;s Still Christmas In Canada!!! [Day 2623 - 01.05.18]
2018-01-07,Fixing Stuff!!! [Day 2624 - 01.06.18]
2018-01-10,Destroying The Desk!!! [Day 2627 - 01.09.18]
2018-01-11,Army Cot Dog!!! [Day 2628 - 01.10.18]
2018-01-13,Another Super Secret Project!!! [Day 2630 - 01.12.18]
2018-01-14,Dog Reacts To Poprocks!!! [Day 2631 - 01.13.18]
2018-01-15,Monster Trucks!!! [Day 2632 - 01.14.18]
2018-01-16,Haunt Time Capsule!! [Day 2633 - 01.15.18]
2018-01-18,Play-Doh Jack-O-Lantern!! [Day 2635 - 01.17.18]
2018-01-19,New Cam!!! ...kinda... [Day 2636 - 01.18.18]
2018-01-20,It Happens In Canada, Too!!! [Day 2637 - 01.19.18]
2018-01-21,Climbing Mt. Thom!!! [Day 2638 - 01.20.18]
2018-01-22,Eating Rotten Fish!!! [Day 2639 - 01.21.18]
2018-01-27,Mail Call!! [Day 2644 - 01.26.18]
2018-01-28,Super Secret Project Hint!!! [Day 2645 - 01.27.18]
2018-01-30,Be Strong!!! [Day 2647 - 01.29.18]
2018-02-01,Baby Steps!! [Day 2649 - 01.31.18]
2018-02-04,Taking Down The Haunt!!! [Day 2652 - 02.03.18]
2018-02-05,Eating Crickets &amp; Haunt Take-Down!! [Day 2653 - 02.04.18]
2018-02-07,Look Who Stopped By! [Day 2655 - 02.06.18]
2018-02-08,Backyard Haunt Update!! [Day 2656 - 02.07.18]
2018-02-09,An Unexpected Delivery!! [Day 2657 - 02.08.18]
2018-02-10,Heading To Los Angeles?!?! [Day 2658 - 02.09.18]
2018-02-11,Oh Boy!!! [Day 2659 - 02.10.18]
2018-02-12,On This Day In History... [Day 2660 - 02.11.18]
2018-02-13,Learning Patience... [Day 2661 - 02.12.18]
2018-02-14,I Finished A Project!!! [Day 2662 - 02.13.18]
2018-02-15,Breaking Stuff In A Store!! [Day 2663 - 02.14.18]
2018-02-17,Wedding Announcement!! [Day 2665 - 02.16.18]
2018-02-18,The Final Tear-Down!! [Day 2666 - 02.17.18]
2018-02-19,Handling the Haunt &amp; Winners!! [Day 2667 - 02.18.18]
2018-02-20,Black Plastic!!  Ahhhhhh!!  [Day 2668 - 02.19.18]
2018-02-22,Let&#39;s Get Back To Halloween!! [Day 2670 - 02.21.18]
2018-03-01,I Can&#39;t Vlog Anything!! [Day 2677 - 02.28.18]
2018-03-02,Party In The Haunted House!!
2018-03-03,It Worked!! ...almost... [Day 2679 - 03.02.18]
2018-03-04,Convention Project Progress!! [Day 2680 - 03.03.18]
2018-03-05,A Stroll Through The Cemetery [Day 2681 - 03.04.18]
2018-03-06,Huge Change of Plans!!! [Day 2682 - 03.05.18]
2018-03-08,Getting Hitched!! [Day 2684 - 03.07.18]
2018-03-14,Dropping Hints!! [Day 2690 - 03.13.18]
2018-03-19,Finding A Body!! [Day 2695 - 03.18.18]
2018-03-23,Philosophical Troy!! [Day 2699 - 03.22.18]
2018-03-27,The Very Last Toy&#39;s &quot;R&quot; Us Visit - Ever! [Day 2703 - 03.26.18]
2018-03-28,Executive Decision! [Day 2704 - 03.27.18]
2018-03-29,I Got It!!! [Day 2705 - 03.28.18]
2018-03-30,Let&#39;s Go To Canada!!! [Day 2706 - 03.29.18]
2018-03-31,Working Out Details!!! [Day 2707 - 03.30.18]
2018-04-01,T 'n A
2018-04-02,Playlist, Paint &amp; Presents!! [Day 2709 - 04.01.18]
2018-04-03,I Should Save These.. [Day 2710 - 04.02.18]
2018-04-05,Last Day!! [Day 2712 - 04.04.18]
2018-04-10,Painting Secret Stuff!! [Day 2717 - 04.09.18]
2018-04-11,Costume Reveal!! [Day 2718 - 04.10.18]
2018-04-13,Decorating The Hotel Room!! [Day 2720 - 04.12.18]
2018-04-14,West Coast Haunter&#39;s Convention 2018 Day One! [Day 2721 - 04.13.18]
2018-04-15,West Coast Haunter&#39;s Convention Costume Contest 2018!! [Day 2722 - 04.14.18]
2018-04-16,Last Day of the Convention!! [Day 2723 - 04.15.18]
2018-04-17,Time To Go Home... [Day 2724 - 04.16.18]
2018-04-18,Where Do We Go From Here? [Day 2725 - 04.17.18]
2018-04-21,360 - Children of the Corn Hotel Room Makeover!!
2018-04-22,Pumpkin Piggy Bank Idea!! [Day 2729 - 04.21.18]
2018-04-26,Faux Dirt &quot;Flexi-Dirt&quot; Tutorial
2018-04-27,Corn Grow Time Lapse!! [Day 2734 - 04.26.18]
2018-04-28,They Let Us Back In!! [Day 2735 - 04.27.18]
2018-04-29,Ninja Banana!!! [Day 2736 - 04.28.18]
2018-05-06,Seattle Underground!! [Day 2743 - 05.05.18]
2018-05-07,She Said It!! [Day 2744 - 05.06.18]
2018-05-13,I See All!! [Day 2750 - 05.12.18]
2018-05-27,Haunty Flowers! [Day 2764 - 05.26.18]
2018-06-04,Bye Bye, Prop Car... [Day 2772 - 06.03.18]
2018-06-07,Ultimate Fake Cornstalk Tutorial!!
2018-06-07,It&#39;s Done!! [Day 2775 - 06.06.18]
2018-06-09,Date Night In Canada!! [Day 2777 - 06.08.18]
2018-06-10,Canadian Meetup?!?! [Day 2778 - 06.09.18]
2018-06-15,Getting Prepared!! [Day 2783 - 06.14.18]
2018-06-16,Music To My Ears!! [Day 2784 - 06.15.18]
2018-06-17,Happy Father&#39;s Day!! [Day 2785 - 06.16.18]
2018-06-24,Taste of Tacoma! [Day 2792 - 06.23.18]
2018-06-30,Bad Caterpillar!! [Day 2798 - 06.29.18]
2018-07-01,The Final Punishment!!! [Day 2799 - 06.30.18]
2018-07-07,It&#39;s The Weekend! [Day 2805 - 07.06.18]
2018-07-15,Haunter Camp!! [Day 2813 - 07.14.18]
2018-07-21,Autumn In Stores!! [Day 2819 - 07.20.18]
2018-07-22,Construction! [Day 2820 - 07.21.18]
2018-07-23,Almost Done! [Day 2821 - 07.22.18]
2018-07-28,So. Many. Reactions!! [Day 2826 - 07.27.18]
2018-08-05,Surprise! [Day 2834 - 08.04.18]
2018-08-06,Mom &amp; Dad&#39;s [Day 2835 - 08.05.18]
2018-08-11,Stolen Plane From Seatac Horizon Alaska Q400 - F15&#39;s Scramble! 08.10.18
2018-08-11,Caught On Video!! [Day 2840 - 08.10.18]
2018-08-12,News Interview! [Day 2841 - 08.11.18]
2018-08-13,Michael&#39;s Halloween and Cheese!! [Day 2842 - 08.12.18]
2018-08-19,Hiking In Canada!!  [Day 2848 - 08.18.18]
2018-08-20,Canada Meet-Up!! [Day 2849 - 08.19.18]
2018-08-22,Seattle Has The Worst Air Quality In The World!! [Day 2851 - 08.21.18]
2018-08-29,Best Aluminum Foil Car Prank Video EVER!!
2018-09-01,Naked and Not Afraid!! [Day 2861 - 08.31.18]
2018-09-02,Busting Up Concrete!! [Day 2862 - 09.01.18]
2018-09-03,Fair Day!! [Day 2863 - 09.02.18]
2018-09-11,Lowes Halloween Lineup 2018!! [Day 2871 - 09.10.18]
2018-09-17,Halloween Rock Project!! [Day 2877 - 09.16.18]
2018-09-18,Boarding Up The House!! [Day 2878 - 09.17.18]
2018-09-23,Halloween Stuff Time!!! [Day 2883 - 09.22.18]
2018-09-28,Contest: Guess The Pumpkin Weight!! [Day 2888 - 09.27.18]
2018-09-29,Dude... Seriously?!?! [Day 2889 - 09.28.18]
2018-09-30,Ghost Town / Corn Maze / Haunted House!! [Day 2890 - 09.29.18]
2018-10-09,Home Depot Halloween [Day 2899 - 10.08.18]
2018-10-11,Krispy Kreme Halloween Donuts!! [Day 2901 - 10.10.18]
2018-10-13,Haunted Canadian Corn Maze!! [Day 2903 - 10.12.18]
2018-10-20,An Accident Waiting To... It Happened... [Day 2910 - 10.19.18]
2018-10-22,Getting Scared At Halloween City!! [Day 2912 - 10.21.18]
2018-10-25,Home Haunter Documentary Announcement &amp; Trailer!! [Day 2915 - 10.24.18]
2018-10-28,Interview - Poo Poo - Awesome Haunt! [Day 2918 - 10.27.18]
2018-11-01,Happy Halloween 2018!! [Day 2922 - 10.31.18]
2018-11-06,Debit Cards Stolen... AGAIN! [Day 2927 - 11.05.18]
2018-11-16,A Short Meet-Up!! [Day 2937 - 11.15.18]
2018-12-09,Capilano Suspension Bridge Canyon Lights!! [Day 2960 - 12.08.18
2019-01-03,Climbing Inside The Airblown Inflatable!!! [Day 2985 - 01.02.19]
2019-01-06,Scary Night Storm! [Day 2988 - 01.05.19
2019-01-23,New Channel Name?!? [Day 3005 - 01.22.19]
2019-01-30,I Screwed Up! [Day 3012 - 01.29.19]
2019-02-08,Getting Ready For Snowpocalypse 2019!! [Day 3021 - 02.07.19]
2019-02-21,Responding to assumptions ON A CLIFF!
2019-02-23,You Got Slimed!! [Day 3036 - 02.22.19]
2019-02-26,Exciting Changes! [Day 3039 - 02.25.19]
2019-03-02,Executive Decision! [Day 3043 - 03.01.19]
2019-03-04,Walking The Tacoma Narrows Bridge! [Day 3045 - 03.03.19]
2019-03-15,It Didn&#39;t Work... [Day 3056 - 03.14.19]
2019-03-16,There&#39;s A Hole In My House!! [Day 3057 - 03.15.19]
2019-03-31,Hiking The Chief!! [Day 3072 - 03.30.19]
2019-04-14,Remodel Gone Wrong!! [Day 3086 - 04.13.19]
2019-04-22,Loose Ends [Day 3094 - 04.21.19]
2019-04-23,Dementia Sucks... [Day 3095 - 04.22.19]
2019-04-29,Hiking Evans Peak in Canada! (+vlog) [Day 3101 - 04.28.19]
2019-05-01,Should We Try It?!? [Day 3103 - 04.30.19]
2019-05-06,His First Camping Trip! [Day 3108 - 05.05.19]
2019-05-07,Winning Streak!! [Day 3109 - 05.06.19]
2019-05-10,Going For A Ride! (1967 Shelby Cobra) [Day 3112 - 05.09.19]
2019-05-12,Haunters Convention Costume Ball [Day 3114 - 05.11.19]
2019-05-17,Tick Season!  Yuck!! [Day 3119 - 05.16.19]
2019-06-24,Nothing&#39;s Working! [Day 3157 - 06.23.19]
2019-07-02,Happy Canada Day! [Day 3165 - 07.01.19]
2019-07-13,Hardware Stores Are FUN! [Day 3176 - 07.12.19]
2019-07-21,Enough Boofing [Day 3184 - 07.20.19]
2019-07-22,DONE! ...almost [Day 3185 - 07.21.19]
2019-08-20,FrightFest BC 2019 [Day 3214 - 08.19.19]
2019-09-03,Halloween Stores In Canada! [Day 3228 - 09.02.19]
2019-09-04,The Three Amigos Cosplay Costume Build!
2019-09-10,Another Setback... [Day 3235 - 09.09.19]
2019-09-10,Q&amp;A with TnA - [09.08.19]
2019-09-12,Walgreens Halloween! [Day 3237 - 09.11.19]
2019-09-23,Don&#39;t Go! [Day 3248 - 09.22.19]
2019-10-06,Spooner Farms Corn Maze!! [Day 3261 - 10.05.19]
2019-10-13,Major News!! [Day 3268 - 10.12.19]
2019-10-31,A Halloween Haunt!! [Day 3286 - 10.30.19]
2019-11-24,Losing The Ikea V Card! [Day 3310 - 11.23.19]
2020-02-10,First Mow!   So.Many.Worms. [Day 3388 - 02.09.20]
2020-02-11,How To Become A Daily Vlogger [Day 3389 - 02.10.20]
2020-02-12,BIG NEWS [Day 3390 - 02.11.20]
2020-02-13,Reacting To 1980&#39;s Toys [Day 3391 - 02.12.20]
2020-02-14,Preparing Evidence!! [Day 3392 - 02.13.20]
